Business_id,Business_Category,Category_type,Map,Product_proposal,New_Product
RHND9045,Hospital,Hospital,No Data,Social-Media Management,Social Media Management
RHND9045,Hospital,Hospital,No Data,Social-Media Management,Social Media Management
RHAP9012,Hospital,Hospital,Unverified,GMVT+Website,Gmvt + Website
RHAP9012,Hospital,Hospital,Unverified,GMVT+Website,Gmvt + Website
RHAP9012,Hospital,Hospital,Unverified,GMVT+Website,Gmvt + Website
RHAP9012,Hospital,Hospital,Unverified,GMVT+Website,Gmvt + Website
RHAP9013,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
RHAP9013,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
RHAM9005,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
RHAM9005,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
RHNM9051,Hospital,Hospital,Done,Gmvt,Gmvt 
RHBA9024,Hospital,Hospital,No Data,No Data,No Data
RHCV8889,Hospital,Hospital,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
RHBP9035,Hospital,Hospital,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
SHBP10550,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBP10550,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHAS10478,Hospital,Hospital,Done,GMVT,Gmvt 
SHAS10478,Hospital,Hospital,Done,GMVT,Gmvt 
SHND10624,Hospital,Hospital,Done,Gmvt,Gmvt 
SHBD10518,Hospital,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
SHND10625,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNR10625,Hospital,Hospital,Unverified,vps,Vps
SHND10626,Hospital,Hospital,Done,GMVT,Gmvt 
SHCV10587,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHCV10587,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHKD10619,Hospital,Hospital,Done,Gmvt,Gmvt 
SHND10627,Hospital,Hospital,No Data,No Data,No Data
SHAP10459,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHAP10459,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHBD10444,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10444,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHND10444,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHAJ10444,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAJ10444,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAJ10444,Hospital,Hospital,Done,Gmvt,Gmvt 
SHBA10496,Hospital,Hospital,No Data,No Data,No Data
SHAJ10445,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAJ10445,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAJ10445,Hospital,Hospital,Done,Gmvt,Gmvt 
SHCV10594,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHCV10594,Hospital,Hospital,No Data,Gmvt+ Social Media+Fb,Gmvt + Social Media + Facebook Lead
SHBA10497,Hospital,Hospital,No Data,No Data,No Data
SHnG10646,Hospital,Hospital,Done,"Social Media Page Mgmt(Fb,Insta, Twitte",Social Media Management
SHBA10498,Hospital,Hospital,No Data,No Data,No Data
SHND10628,Hospital,Hospital,Done,Social-Media Management,Social Media Management
SHCV10597,Hospital,Hospital,No Data,Gmvt+Social Media,Gmvt + Social Media
SHBD10522,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHCV10446,Hospital,Hospital,Not Done,Gmvt,Gmvt 
SHAJ10446,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHBD10523,Hospital,Hospital,No Data,No Data,No Data
SHAP10461,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHCV10600,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHCV10600,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHND10630,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHBD10524,Hospital,Hospital,No Data,No Data,No Data
SHBP10554,Hospital,Hospital,Done,Gmvt,Gmvt 
SHCV10601,Hospital,Hospital,Done,Gmvt,Gmvt 
SHCV10602,Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHCV10602,Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHCV10603,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNR10659,Hospital,Hospital,Unverified,GMVT+FB+WHATSAPP,Gmvt + Facebook + Whatsapp
SHKD10620,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNR10660,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
SHNJ10649,Hospital,Hospital,No Data,Googleads,Google ads
SHNJ10649,Hospital,Hospital,No Data,Googleads,Google ads
SHND10631,Hospital,Hospital,Not Done,Gmvt,Gmvt 
SHCD10422,Hospital,Hospital,Done,GMVT +social media,Gmvt + Social
SHBP10557,Hospital,Hospital,Done,GmvtAdword,Gmvt + Google ads
SHBP10557,Hospital,Hospital,Done,GmvtAdword,Gmvt + Google ads
SHND10632,Hospital,Hospital,Done,Gmvt,Gmvt 
SHND10632,Hospital,Hospital,No Data,No Data,No Data
SHNR10661,Hospital,Hospital,Done,GMVT,Gmvt 
SHAS10483,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
SHND10633,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHND10633,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHND10633,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHBD10526,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10526,Hospital,Hospital,No Data,No Data,No Data
SHBP10558,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBI10548,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBP10527,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBD10527,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHCR10578,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
SHND10635,Hospital,Hospital,Done,Gmvt,Gmvt 
SHBP10560,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHND10636,Hospital,Hospital,No Data,No Data,No Data
SHNJ10650,Hospital,Hospital,No Data,Googleads,Google ads
SHYP10677,Hospital,Hospital,Done,"Gmvt 360Ã‚Â° Photoshoot 
For 1Location Key",Gmvt
SHAJ10448,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
SHAJ10448,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHAP10465,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHAP10465,Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
SHNJ10651,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBP10529,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBD10529,Hospital,Hospital,No Data,No Data,No Data
SHBP10529,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SABA9402,Hospital,Hospital,Done,Gmvt,Gmvt 
SHBP10562,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBP10562,Hospital,Hospital,Not Done,VPS,Vps
SHAP10467,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHCR10580,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
SHND10637,Hospital,Hospital,Done,Social-Media Management,Social Media Management
SHND10637,Hospital,Hospital,Done,Social-Media Management,Social Media Management
SHCR10581,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
SHCV10581,Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHCV10581,Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHAK10449,Hospital,Hospital,Done,Social Media,Social Media Management
SHBP10504,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBP10504,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBA10504,Hospital,Hospital,No Data,No Data,No Data
SHBP10563,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAS10486,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHBD10531,Hospital,Hospital,No Data,No Data,No Data
SHBP10531,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHBK10531,Hospital,Hospital,Done,"Gmvt Catagory Listing, Qr Code, Blogger",Gmvt
SHCV10614,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHAP9377,Hospital,Hospital,Done,"Social Media Page Management,Lead Ads M",Social Media Management
SHAP9377,Hospital,Hospital,Done,Dynamic Website,Website
SHAP9377,Hospital,Hospital,Done,Smpm +  Ads Mgmt(Renewal),Social Media Management Renewal
SHCV10615,Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHAS10488,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAP10469,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHBP10565,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBD10532,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10532,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10532,Hospital,Hospital,Done,GMVT,Gmvt 
SHAP10470,Hospital,Hospital,Unverified,GMVT+FB,Gmvt + Facebook Lead
SHAP10470,Hospital,Hospital,Unverified,GMVT+FB,Gmvt + Facebook Lead
SHAP10470,Hospital,Hospital,Done,GMVT,Gmvt 
SHYM10676,Hospital,Hospital,Done,Keyword And Category Listing And Qr Cod,Gmvt
SHND10638,Hospital,Hospital,No Data,No Data,No Data
SHNP10638,Hospital,Hospital,No Data,No Data,No Data
SHAK10451,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHAP10472,Hospital,Hospital,Done,GMVT+VPS,Gmvt + Vps 
SHND10639,Hospital,Hospital,Done,Gmvt,Gmvt 
SHND10640,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNC10622,Hospital,Hospital,Unverified,VPS,Vps
SHBP10571,Hospital,Hospital,Unverified,Gmvt,Gmvt 
SHCV10617,Hospital,Hospital,Not Done,Gmvt,Gmvt 
SHBA10510,Hospital,Hospital,No Data,No Data,No Data
SHBD10538,Hospital,Hospital,No Data,No Data,No Data
SHBP10572,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBD10540,Hospital,Hospital,No Data,No Data,No Data
SHAP10473,Hospital,Hospital,Done,Gmvt ( Business Category & Keywords Lis,Gmvt
SHAA10440,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAA10440,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNM10654,Hospital,Hospital,Done,"Gmvt, Google Blogger, Fb Page Managemen",Gmvt + Google ads + Facebook
SHCV10084,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHAS10490,Hospital,Hospital,Not Done,GMVT+FB+Website,Gmvt + Facebook + Website
SHBA10514,Hospital,Hospital,No Data,No Data,No Data
SHBA10514,Hospital,Hospital,No Data,No Data,No Data
SHBD10541,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10541,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10541,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBP10573,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SHKD10621,Hospital,Hospital,Done,Gmvt,Gmvt 
SHND10642,Hospital,Hospital,Done,Gmvt,Gmvt 
SHAK10452,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHCR10584,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
SHCR10584,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
SHCR10584,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
SHNR10670,Hospital,Hospital,Unverified,GMVT + Social Media,Gmvt + Social Media
SHNR10671,Hospital,Hospital,No Data,No Data,No Data
SHBA10517,Hospital,Hospital,No Data,No Data,No Data
SHUP10675,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHAP10476,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
SHNP10656,Hospital,Hospital,Done,Gmvt (They Are Requesting To Have Quick,Gmvt
SHNR10672,Hospital,Hospital,Unverified,GMVT + Social Media,Gmvt + Social Media
SHNR10672,Hospital,Hospital,Unverified,GMVT + Social Media,Gmvt + Social Media
SHBD10545,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBD10545,Hospital,Hospital,No Data,Gmvt,Gmvt 
SHBP10575,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHND10643,Hospital,Hospital,Done,Gmvt,Gmvt 
SHND10644,Hospital,Hospital,Done,Gmvt,Gmvt 
SHNP10657,Hospital,Hospital,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
THNR11921,Hospital,Hospital,Done,GMVT,Gmvt 
THND11913,Hospital,Hospital,No Data,No Data,No Data
THBD11903,Hospital,Hospital,No Data,No Data,No Data
THBD11903,Hospital,Hospital,No Data,No Data,No Data
THND11914,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
THNG11918,Hospital,Hospital,Not Done,Gmvt,Gmvt 
THAS11897,Hospital,Hospital,Done,GMVT,Gmvt 
THAJ11889,Hospital,Hospital,Done,Gmvt + Social Media + Fb,Gmvt + Social Media + Facebook Lead
THAA11887,Hospital,Hospital,Done,Facebook Impression 1Lakh,Facebook lead
THAA11887,Hospital,Hospital,Done,Facebook Impression 1Lakh,Facebook lead
THAS11898,Hospital,Hospital,Done,gmvt,Gmvt 
THAN11894,Hospital,Hospital,Done,"Gmvt, Social Media Page Management,Dyna",Gmvt + Social Media Management + Website
THAN11894,Hospital,Hospital,Done,Social Media Page Management,Social Media Management
THAN11894,Hospital,Hospital,Done,Social Media Page Management,Social Media Management
THAJ11891,Hospital,Hospital,No Data,No Data,No Data
THND11916,Hospital,Hospital,Done,Gmvt,Gmvt 
THAJ11892,Hospital,Hospital,No Data,No Data,No Data
THND11917,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
THBP11910,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
THBP11910,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
THBP11910,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
THNM11920,Hospital,Hospital,Done,Google Adword,Google ads
THNR11920,Hospital,Hospital,Done,Google Adword,Google ads
THNR11920,Hospital,Hospital,Done,Google Adword,Google ads
THNR11920,Hospital,Hospital,Done,GOOGLE ADWORD AND LANDING PAGE,Google ads + Website
UHNR12221,Hospital,Hospital,Unverified,vps,Vps
UHAK12214,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
UHBP12217,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
UHNP12217,Hospital,Hospital,Unverified,Gmvt,Gmvt 
UHBP12217,Hospital,Hospital,Unverified,Gmvt,Gmvt 
UHBD12217,Hospital,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
UHBD12217,Hospital,Hospital,No Data,No Data,No Data
UHBP12217,Hospital,Hospital,Unverified,Gmvt,Gmvt 
VHBD12500,Hospital,Hospital,No Data,Gmvt,Gmvt 
VHCD12510,Hospital,Hospital,Done,GMVT +social media,Gmvt + Social
VHBD12501,Hospital,Hospital,No Data,No Data,No Data
VHCR12511,Hospital,Hospital,Done,GMVT + Social Media,Gmvt + Social Media
VHNG12522,Hospital,Hospital,Done,"Fb Posting , Instagram, Gmb Listing",Gmvt + Social Media
VHNR12527,Hospital,Hospital,No Data,No Data,No Data
VHNA12517,Hospital,Hospital,Done,Gmvt,Gmvt 
VHAS12359,Hospital,Hospital,Done,GMVT,Gmvt 
VHBD12502,Hospital,Hospital,No Data,No Data,No Data
VHBD12503,Hospital,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
VHBD12503,Hospital,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
VHBD12503,Hospital,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
VHAA12482,Hospital,Hospital,Not Done,Gmvt,Gmvt 
VHAA12482,Hospital,Hospital,Not Done,Gmvt,Gmvt 
VHAA12482,Hospital,Hospital,Not Done,Gmvt,Gmvt 
VHAA12482,Hospital,Hospital,Not Done,Gmvt,Gmvt 
VHAK12485,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
VHAS12493,Hospital,Hospital,Done,GMVT+FB,Gmvt + Facebook Lead
VHAK12487,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
VHAK12487,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
VHAA12483,Hospital,Hospital,Done,Gmvt,Gmvt 
VHAA12483,Hospital,Hospital,Done,Gmvt,Gmvt 
VHAA12483,Hospital,Hospital,Done,Gmvt,Gmvt 
VHBP12507,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
VHBP12504,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
VHBP12504,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
VHBD12504,Hospital,Hospital,No Data,Gmvt,Gmvt 
VHBD12504,Hospital,Hospital,No Data,Gmvt,Gmvt 
VHBD12504,Hospital,Hospital,No Data,Gmvt,Gmvt 
VHBD12504,Hospital,Hospital,Done,Gmvt,Gmvt 
VHBA12496,Hospital,Hospital,No Data,No Data,No Data
VHNP12525,Hospital,Hospital,Not Done,Gmvt,Gmvt 
VHNR12528,Hospital,Hospital,Unverified,GMVT + Social Media + Website,Gmvt + Social Media + Website
VHNR12528,Hospital,Hospital,Unverified,GMVT + Social Media + Website,Gmvt + Social Media + Website
VHBP12509,Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
WHKN12757,Hospital,Hospital,No Data,No Data,No Data
YHND12844,Hospital,Hospital,Done,Social-Media Management,Social Media Management
YHAP12842,Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
YHND12845,Hospital,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
ZHCV12908,Hospital,Hospital,No Data,Gmvt+ Social Media+Fb,Gmvt + Social Media + Facebook Lead
ZHNG12909,Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
ZHBP12907,Hospital,Hospital,Unverified,Gmvt,Gmvt 
ZHBD12906,Hospital,Hospital,No Data,Gmvt,Gmvt 
ZHBD12906,Hospital,Hospital,No Data,Gmvt,Gmvt 
ZHBD12906,Hospital,Hospital,Done,Gmvt,Gmvt 
ZHBD12906,Hospital,Hospital,Done,GMVT,Gmvt 
ZHBD12906,Hospital,Hospital,Done,GMVT,Gmvt 
ZHNM12910,Hospital,Hospital,Done,Gmvt,Gmvt 
RHND9048,Hospital & Child Care,Hospital,Done,Adword,Google ads
NHNK7538,Hospital & Research Center,Hospital And Research Center,Done,Gmvt,Gmvt 
AHNR691,Hospital Equipment,Hospital Equipment,Unverified,GMVT + Social Media + Website,Gmvt + Social Media + Website
VHNR12526,Hospital Equipment,Hospital Equipment,Unverified,GMVT + Social Media + Website,Gmvt + Social Media + Website
SHBA10511,Hospital Equipment Dealers,Hospital Equipment,No Data,No Data,No Data
SHBA10511,Hospital Equipment Dealers,Hospital Equipment,No Data,No Data,No Data
SHCV10511,Hospital Equipment Dealers,Hospital Equipment,No Data,Gmvt,Gmvt 
MHNR6833,Hospital Equipment Supplier,Hospital Equipment,Unverified,Vps,Vps
VHCV12513,Hospital Equipment Supplies,Hospital Equipment,No Data,Gmvt+ Social Media,Gmvt+Social Media
SHND10556,Hospital Furniture Manufacturers,Furniture Manufacture,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBP10556,Hospital Furniture Manufacturers,Furniture Manufacture,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
GHBP4413,Hospital Furniture Manufracturar,Furniture Manufacture,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
GHBP4413,Hospital Furniture Manufracturar,Furniture Manufacture,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DHND3239,Hospital Management Software,Hospital Management Software,Done,Social-Media Management,Social Media Management
AHBP627,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHAA564,Hostel,Hostel,Done,Gmvt,Gmvt 
AHAA564,Hostel,Hostel,Done,Gmvt,Gmvt 
AHBP632,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHBP632,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHND670,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
AHCV656,Hostel,Hostel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHCV656,Hostel,Hostel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHCV656,Hostel,Hostel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHCV656,Hostel,Hostel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHCV656,Hostel,Hostel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHBP637,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHBP637,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHBP643,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
CHND1993,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
DHBD3143,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
EHBP3876,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
EHBP3876,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
FHAP4059,Hostel,Hostel,No Data,Gmvt + Social Media,Gmvt + Social Media
FHNP4064,Hostel,Hostel,Unverified,Gmvt,Gmvt 
FHBP4064,Hostel,Hostel,Unverified,Gmvt,Gmvt 
FHBP4065,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
FHBP4065,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
FHBP4065,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
FHBP4065,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
HHBP4830,Hostel,Hostel,Done,Gmvt,Gmvt 
HHBP4830,Hostel,Hostel,Done,Gmvt,Gmvt 
IHAP5127,Hostel,Hostel,Unverified,Social-Media Management,Social Media Management
JHBP5382,Hostel,Hostel,Unverified,Vps,Vps
JHBP5382,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
JHBP5383,Hostel,Hostel,Unverified,Gmvt,Gmvt 
JHBP5383,Hostel,Hostel,Done,Gmvt+Fb,Gmvt + Facebook Lead
KHCV5812,Hostel,Hostel,Done,Gmvt+Fb,Gmvt + Facebook Lead
KHCV5813,Hostel,Hostel,No Data,Gmvt+Social Media,Gmvt + Social Media
KHCV5813,Hostel,Hostel,No Data,No Data,No Data
KHND5826,Hostel,Hostel,No Data,Gmvt,Gmvt 
KHNR5832,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
KHBP5806,Hostel,Hostel,No Data,No Data,No Data
KHBP5809,Hostel,Hostel,Done,GMVT,Gmvt 
MHNR6830,Hostel,Hostel,Done,GMVT +social media,Gmvt + Social
MHBP6794,Hostel,Hostel,Unverified,Gmvt + Social Media,Gmvt + Social Media
MHBP6794,Hostel,Hostel,Unverified,Social-Media Management,Social Media Management
NHBI7507,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
NHBI7507,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
NHBI7507,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
NHBP7515,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
NHBP7515,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
NHND7533,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
PHAP8296,Hostel,Hostel,No Data,Gmvt + Social Media,Gmvt + Social Media
PHAS8308,Hostel,Hostel,Unverified,Gmvt + Social Media,Gmvt + Social Media
RHND9044,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
RHBP9034,Hostel,Hostel,Unverified,Gmvt,Gmvt 
RHND9047,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
SHND10629,Hostel,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
SHBP10564,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHAV10439,Hostel,Hostel,Unverified,Gmvt + Social Media,Gmvt + Social Media
SHAS10439,Hostel,Hostel,Unverified,Gmvt + Social Media,Gmvt + Social Media
SHAA10439,Hostel,Hostel,Done,Gmvt,Gmvt 
SHAP10475,Hostel,Hostel,No Data,Gmvt + Social Media,Gmvt + Social Media
SHNP10655,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
THBP11907,Hostel,Hostel,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
THBP11908,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
UHBP12210,Hostel,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SHBD10530,Hostel / Guest House,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
SHBD10530,Hostel / Guest House,Hostel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
AHBP640,Hostel Nd Guest House,Hostel,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
AHBP640,Hostel Nd Guest House,Hostel,No Data,Gmvt,Gmvt 
AHCV650,Hotel,Hotel,No Data,Gmvt+ Social Media,Gmvt+Social Media
AHVN702,Hotel,Hotel,No Data,No Data,No Data
AHCD647,Hotel,Hotel,Unverified,GMVT +social media,Gmvt + Social
AHCR647,Hotel,Hotel,Done,GMVT +social media,Gmvt + Social
AHCR647,Hotel,Hotel,Done,GMVT +social media,Gmvt + Social
AHCR648,Hotel,Hotel,Unverified,gmvt+social media,Gmvt + Social Media
AHAS595,Hotel,Hotel,Done,Gmvt,Gmvt 
AHAS595,Hotel,Hotel,Done,Gmvt,Gmvt 
AHAS595,Hotel,Hotel,Done,Gmvt,Gmvt 
AHAS595,Hotel,Hotel,Done,Gmvt,Gmvt 
AHAS595,Hotel,Hotel,Done,Gmvt,Gmvt 
BHBD1457,Hotel,Hotel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
BHBD1457,Hotel,Hotel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CHCD1977,Hotel,Hotel,Unverified,GMVT +social media,Gmvt + Social
EHAA3870,Hotel,Hotel,Done,Gmvt,Gmvt 
EHAA3870,Hotel,Hotel,Done,Gmvt,Gmvt 
GHCR4422,Hotel,Hotel,Done,"GMVT catagory LISTING, QR CODE, blogger",Gmvt
HHJN4858,Hotel,Hotel,No Data,Gmvt,Gmvt 
HHNR4870,Hotel,Hotel,Unverified,Gmvt + Social Media,Gmvt + Social Media
HHAV4814,Hotel,Hotel,Done,Gmvt,Gmvt 
HHAV4814,Hotel,Hotel,Not Done,Gmvt,Gmvt 
HHAS4802,Hotel,Hotel,No Data,Gmvt+Fb,Gmvt + Facebook Lead
HHCR4844,Hotel,Hotel,Done,GMVT,Gmvt 
